organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,tax,samples,relative,reads
Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,469.0,1097.0,874.0,chenry,04/15/16,1437595.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium_pseudolongum.json,Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,kb|g.239965,Bifidobacterium_pseudolongum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,COKO200409_t0,0.4226901332464503,4226.901332464503
Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,COKO200409_t0,0.004680410997663258,46.80410997663258
Enterococcus avium ATCC 14025,Enterococcus avium ATCC 14025 (1140002.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,1274.0,1377.0,1033.0,Laura Kutt,04/18/16,1140002.0,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,Enterococcus_avium.json,Enterococcus avium ATCC 14025,kb|g.29873,Enterococcus_avium,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium,COKO200409_t0,0.012186282534182205,121.86282534182205
Enterococcus faecium TX1330,Enterococcus faecium TX1330 (525279.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,705.0,1528.0,1049.0,Ines Thiele,09/06/12,525279.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus_faecium.json,Enterococcus faecium TX1330,,Enterococcus_faecium,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,COKO200409_t0,0.001748154777725821,17.48154777725821
Streptococcus parasanguinis ATCC 903,Streptococcus parasanguinis ATCC 903 (888048.3),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,624.0,1174.0,888.0,Laura Kutt,04/18/16,888048.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus_parasanguinis.json,Streptococcus parasanguinis ATCC 903,kb|g.3590,Streptococcus_parasanguinis,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,COKO200409_t0,0.001452005753808997,14.520057538089969
Blautia producta DSM 2950,,Obligate anaerobe,"Saccharolytic, fermentative, hydrogen used as energy source",Positive,Commensal,1023.0,1235.0,966.0,chenry,09/10/14,1121114.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia producta,Blautia_producta.json,Blautia producta DSM 2950,kb|g.29565,Blautia_producta,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,COKO200409_t0,0.0015470286826455124,15.470286826455125
Blautia wexlerae DSM 19850,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,855.0,1249.0,1006.0,Laura Kutt,04/18/16,1121115.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae,Blautia_wexlerae.json,Blautia wexlerae DSM 19850,kb|g.207068,Blautia_wexlerae,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,COKO200409_t0,0.0011222697602513633,11.222697602513634
Ruminococcus gnavus ATCC 29149,Ruminococcus gnavus ATCC 29149 (411470.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,768.0,2225.0,1339.0,Ines Thiele,06/25/12,411470.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,_Ruminococcus__gnavus.json,Ruminococcus gnavus ATCC 29149,,_Ruminococcus__gnavus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus,COKO200409_t0,0.00385206432077815,38.5206432077815
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,COKO200409_t0,0.1,1000.0
Ruminococcus bromii L2-63,Ruminococcus bromii L2-63 (657321.5),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,480.0,1078.0,863.0,Ines Thiele,04/20/12,657321.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii,Ruminococcus_bromii.json,Ruminococcus bromii L2-63,,Ruminococcus_bromii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,COKO200409_t0,0.023514390788101674,235.14390788101673
,,Facultative anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia_coli.json,,,Escherichia_coli,species,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,COKO200409_t0,0.0013719213593340778,13.719213593340777
Trueperella pyogenes MS249,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,581.0,1202.0,916.0,chenry,04/15/16,1448141.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Trueperella_pyogenes.json,Trueperella pyogenes MS249,kb|g.215043,Trueperella_pyogenes,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes,COKO200409_t30,0.0012947752093405167,12.947752093405168
Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,COKO200409_t30,0.14107285178086065,1410.7285178086065
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides_fragilis.json,,,Bacteroides_fragilis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,COKO200409_t30,0.003788135867816506,37.88135867816506
,,,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides_thetaiotaomicron.json,,,Bacteroides_thetaiotaomicron,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,COKO200409_t30,0.002812787523739743,28.127875237397433
Barnesiella intestinihominis YIT 11860,Barnesiella intestinihominis YIT 11860 (742726.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,622.0,2235.0,1282.0,chenry,09/10/14,742726.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella_intestinihominis.json,Barnesiella intestinihominis YIT 11860,kb|g.27473,Barnesiella_intestinihominis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,COKO200409_t30,0.05487258467499566,548.7258467499565
Alistipes finegoldii DSM 17242,Alistipes finegoldii DSM 17242 (679935.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,668.0,1147.0,883.0,Laura Kutt,04/17/16,679935.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes_finegoldii.json,Alistipes finegoldii DSM 17242,kb|g.27343,Alistipes_finegoldii,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,COKO200409_t30,0.006009203773843669,60.092037738436694
Alistipes indistinctus YIT 12060,Alistipes indistinctus YIT 12060 (742725.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,703.0,2185.0,1393.0,Laura Kutt,04/17/16,742725.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,Alistipes_indistinctus.json,Alistipes indistinctus YIT 12060,kb|g.27472,Alistipes_indistinctus,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,COKO200409_t30,0.003443616021629697,34.43616021629697
Parabacteroides distasonis ATCC 8503,Parabacteroides distasonis ATCC 8503 (435591.13),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,845.0,2519.0,1459.0,Eugen Bauer,08/03/14,435591.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides_distasonis.json,Parabacteroides distasonis ATCC 8503,,Parabacteroides_distasonis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,COKO200409_t30,0.004350354278227657,43.50354278227657
Enterococcus avium ATCC 14025,Enterococcus avium ATCC 14025 (1140002.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,1274.0,1377.0,1033.0,Laura Kutt,04/18/16,1140002.0,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,Enterococcus_avium.json,Enterococcus avium ATCC 14025,kb|g.29873,Enterococcus_avium,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium,COKO200409_t30,0.011054023253833712,110.54023253833712
Enterococcus faecium TX1330,Enterococcus faecium TX1330 (525279.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,705.0,1528.0,1049.0,Ines Thiele,09/06/12,525279.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus_faecium.json,Enterococcus faecium TX1330,,Enterococcus_faecium,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,COKO200409_t30,0.1219438620534096,1219.438620534096
Clostridium bolteae ATCC BAA-613,Clostridium bolteae ATCC BAA-613 (411902.9),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,1298.0,1932.0,1300.0,Ines Thiele,04/20/12,411902.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster_bolteae.json,Clostridium bolteae ATCC BAA-613,,Enterocloster_bolteae,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae,COKO200409_t30,0.0013142166179836044,13.142166179836044
Clostridium clostridioforme CM201,Clostridium clostridioforme CM201 (999410.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Opportunistic pathogen,1278.0,1362.0,991.0,Laura Kutt,04/18/16,999410.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,Enterocloster_clostridioformis.json,Clostridium clostridioforme CM201,kb|g.32465,Enterocloster_clostridioformis,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis,COKO200409_t30,0.01041765621510939,104.17656215109389
,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,_Clostridium__symbiosum.json,,kb|g.215864,_Clostridium__symbiosum,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum,COKO200409_t30,0.0011029608461584253,11.029608461584253
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,_Ruminococcus__torques.json,,,_Ruminococcus__torques,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques,COKO200409_t30,0.12250608046382075,1225.0608046382074
Clostridium nexile DSM 1787,Clostridium nexile DSM 1787 (500632.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,646.0,2135.0,1210.0,Ines Thiele,04/20/12,500632.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella nexilis,Tyzzerella_nexilis.json,Clostridium nexile DSM 1787,,Tyzzerella_nexilis,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis,COKO200409_t30,0.07696627618907197,769.6627618907197
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,COKO200409_t30,0.09999999999999998,999.9999999999998
Flavonifractor plautii ATCC 29863,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,744.0,1207.0,970.0,Laura Kutt,04/18/16,411475.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,Flavonifractor_plautii.json,Flavonifractor plautii ATCC 29863,kb|g.26645,Flavonifractor_plautii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,COKO200409_t30,0.003487585253967843,34.87585253967843
Clostridium innocuum 2959,Clostridium innocuum 2959 (999413.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Pathogen,1135.0,1286.0,975.0,Laura Kutt,04/18/16,999413.0,Kbase,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum,_Clostridium__innocuum.json,Clostridium innocuum 2959,kb|g.32468,_Clostridium__innocuum,species,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum,COKO200409_t30,0.26707544698285157,2670.7544698285155
,,Facultative anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia_coli.json,,,Escherichia_coli,species,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,COKO200409_t30,0.06055433635093802,605.5433635093802
,Bifidobacterium adolescentis ATCC 15703 (367928.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium_adolescentis.json,,,Bifidobacterium_adolescentis,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,COKO200409_t7,0.0023701442106607404,23.701442106607406
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium_bifidum.json,,,Bifidobacterium_bifidum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,COKO200409_t7,0.0038916844259750246,38.91684425975025
,Bifidobacterium catenulatum DSM 16992 = JCM 1194 (566552.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium_catenulatum.json,,,Bifidobacterium_catenulatum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,COKO200409_t7,0.006929914485854844,69.29914485854844
Bifidobacterium pseudocatenulatum DSM 20438,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 (547043.8),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,539.0,885.0,729.0,Ines Thiele,04/20/12,547043.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium_pseudocatenulatum.json,Bifidobacterium pseudocatenulatum DSM 20438,,Bifidobacterium_pseudocatenulatum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,COKO200409_t7,0.1037123144352423,1037.123144352423
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium_longum.json,,,Bifidobacterium_longum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,COKO200409_t7,0.08028217676203778,802.8217676203777
Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,469.0,1097.0,874.0,chenry,04/15/16,1437595.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium_pseudolongum.json,Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,kb|g.239965,Bifidobacterium_pseudolongum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,COKO200409_t7,0.08028217676203778,802.8217676203777
Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,COKO200409_t7,0.12062924773561498,1206.29247735615
Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,COKO200409_t7,0.01883883998814354,188.3883998814354
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,Bacteroides_eggerthii.json,,,Bacteroides_eggerthii,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,COKO200409_t7,0.004423538122859657,44.235381228596566
Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,COKO200409_t7,0.002399351877995602,23.99351877995602
Streptococcus lutetiensis 033,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,586.0,1164.0,888.0,Laura Kutt,04/18/16,1076934.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lutetiensis,Streptococcus_lutetiensis.json,Streptococcus lutetiensis 033,kb|g.206799,Streptococcus_lutetiensis,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis,COKO200409_t7,0.013918560634906502,139.185606349065
Streptococcus parasanguinis ATCC 903,Streptococcus parasanguinis ATCC 903 (888048.3),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,624.0,1174.0,888.0,Laura Kutt,04/18/16,888048.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus_parasanguinis.json,Streptococcus parasanguinis ATCC 903,kb|g.3590,Streptococcus_parasanguinis,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,COKO200409_t7,0.0029708520836091447,29.70852083609145
